artist_name,track_title,track_genre_top,track_genres_all
Mary Halvorson and Jessica Pavone,Speaking With Silence,Folk,['Folk']
Mary Halvorson and Jessica Pavone,The Wand,Folk,['Folk']
Mary Halvorson and Jessica Pavone,On and Off,Folk,['Folk']
Mary Halvorson and Jessica Pavone,Hartford,Folk,['Folk']
Hayvanlar Alemi,Yerçekimsiz Ortam,Rock,"['Psych-Rock', 'Rock']"
Thomas Function,Picking Scabs,Rock,"['Punk', 'Rock', 'Power-Pop']"
Gentleman Jesse,Put Your Hands Together,Rock,['Rock']
Gentleman Jesse,Butterfinger,Rock,['Rock']
Gentleman Jesse,Highland Crawler,Rock,['Rock']
Gentleman Jesse,All I Need Tonight Is You,Rock,['Rock']
Gentleman Jesse,If I Can See You,Rock,['Rock']
Gentleman Jesse,Blackhole,Rock,['Rock']
Gentleman Jesse,Word Gets Around,Rock,['Rock']
The Sounds of Taraab,Nie Zama Nie Sema,International,"['International', 'African']"
Kavala Brass Band,track 1,International,"['International', 'Balkan', 'Europe']"
Raya Brass Band,Taso's Hasapiko,International,"['International', 'Balkan']"
Zikrayat,Doulab Nahawand Murassaa,International,"['International', 'Middle East']"
The Sounds of Taraab,Daka Koz,International,"['International', 'African']"
Zlatne Uste Balkan Brass Band,Kolo iz Sumadije,International,"['International', 'Balkan']"
Raya Brass Band,Zaharoula,International,"['International', 'Balkan']"
Kavala Brass Band,track 2,International,"['International', 'Balkan', 'Europe']"
Orkestra Keyif,Sabah Sabah Seyredelim Yaliyi,International,"['International', 'Balkan', 'Middle East']"
Scott Wilson & Efendi,track 02,International,"['International', 'Balkan', 'Middle East']"
Zikrayat,Taheya,International,"['International', 'Middle East']"
The Sounds of Taraab,"Manowe, Mahaba Wa Takanini, Mapenz",International,"['International', 'African']"
Kavala Brass Band,track 3,International,"['International', 'Balkan', 'Europe']"
Zlatne Uste Balkan Brass Band,Djurdjevdan,International,"['International', 'Balkan']"
Raya Brass Band,Leventikos,International,"['International', 'Balkan']"
Scott Wilson & Efendi,track 03,International,"['International', 'Balkan', 'Middle East']"
Orkestra Keyif,Semseyemin Ucu Kare with Oud Solo by Haig Manoukian,International,"['International', 'Balkan', 'Middle East']"
Zlatne Uste Balkan Brass Band,"""Jaws"" Cacak",International,"['International', 'Balkan']"
Kavala Brass Band,track 4,International,"['International', 'Balkan', 'Europe']"
The Sounds of Taraab,Matamu Choz,International,"['International', 'African']"
Scott Wilson & Efendi,track 04,International,"['International', 'Balkan', 'Middle East']"
Raya Brass Band,Kateva Lenko,International,"['International', 'Balkan']"
Orkestra Keyif,Telegrafin Tellerine,International,"['International', 'Balkan', 'Middle East']"
Scott Wilson & Efendi,track 05,International,"['International', 'Balkan', 'Middle East']"
Raya Brass Band,Karsilamas Hrysodaktili,International,"['International', 'Balkan']"
The Sounds of Taraab,Kwala Ulala Huez,International,"['International', 'African']"
Kavala Brass Band,track 5,International,"['International', 'Balkan', 'Europe']"
Zlatne Uste Balkan Brass Band,Kalasnjikov,International,"['International', 'Balkan']"
Zikrayat,Rumor,International,"['International', 'Middle East']"
MV + EE,Drone Trailer,Folk,"['Psych-Folk', 'Folk']"
MV + EE,Boo Woe,Folk,"['Psych-Folk', 'Folk']"
MV + EE,The Hungry Stones,Folk,"['Psych-Folk', 'Folk']"
MV + EE,Huna Cosm,Folk,"['Psych-Folk', 'Folk']"
MV + EE,Weatherhead Holiday,Folk,"['Psych-Folk', 'Folk']"
Zikrayat,Ma Alli Wu Ultillu,International,"['International', 'Middle East']"
Matt Bauer,Carve It Out,Folk,['Folk']
Matt Bauer,Florida Rain,Folk,['Folk']
Matt Bauer,Are You the One?,Folk,['Folk']
Matt Bauer,Don't Let Me Out,Folk,['Folk']
Matt Bauer,Fox Kits,Folk,['Folk']
Matt Bauer,Sheltering Dark,Folk,['Folk']
Matt Bauer,As She Came Out of  the Water,Folk,['Folk']
Orkestra Keyif,Derya'da Deryaliklar,International,"['International', 'Balkan', 'Middle East']"
Sakura Madams,Stars,Rock,['Rock']
Sakura Madams,Somebody To Love,Rock,['Rock']
Sakura Madams,Hole In The Sky,Rock,['Rock']
Sakura Madams,I Can't Go For That,Rock,['Rock']
Schocholautte,Swimming Out,Rock,"['Indie-Rock', 'Rock']"
Schocholautte,Cleveland,Rock,"['Indie-Rock', 'Rock']"
Schocholautte,Memorial Day,Rock,"['Indie-Rock', 'Rock']"
Schocholautte,Panther Tattoo,Rock,"['Indie-Rock', 'Rock']"
Schocholautte,Mario History/Spin The Bottle,Rock,"['Indie-Rock', 'Rock']"
Schocholautte,Good Will Forget You,Rock,"['Indie-Rock', 'Rock']"
Schocholautte,Mercedez Benz,Rock,"['Indie-Rock', 'Rock']"
Schocholautte,Orange County,Rock,"['Indie-Rock', 'Rock']"
Schocholautte,Gone,Rock,"['Indie-Rock', 'Rock']"
Schocholautte,Spilled Milk,Rock,"['Indie-Rock', 'Rock']"
Eskalators,Handjobs?,Rock,"['Indie-Rock', 'Rock']"
Eskalators,Cats and Dogs Living Together,Rock,"['Indie-Rock', 'Rock']"
Eskalators,Dessert First,Rock,"['Indie-Rock', 'Rock']"
Eskalators,Empty Lot Flowers,Rock,"['Indie-Rock', 'Rock']"
Eskalators,Bodegoba System,Rock,"['Indie-Rock', 'Rock']"
Eskalators,Chicken Lollipop,Rock,"['Indie-Rock', 'Rock']"
Eskalators,The Hit,Rock,"['Indie-Rock', 'Rock']"
Height With Friends,The Woods,Hip-Hop,['Hip-Hop']
Height With Friends,Bad Weather,Hip-Hop,['Hip-Hop']
Height With Friends,Smash Your Eyes,Hip-Hop,['Hip-Hop']
Height With Friends,The World,Hip-Hop,['Hip-Hop']
Height With Friends,Cavalcade Lagoons,Hip-Hop,['Hip-Hop']
Height With Friends,2009,Hip-Hop,['Hip-Hop']
Height With Friends,Clack Struck Twelve,Hip-Hop,['Hip-Hop']
Height With Friends,Escape Tune,Hip-Hop,['Hip-Hop']
Bruce Lenkei,Jupiter,Electronic,['Electronic']
Bruce Lenkei,Passing Lane,Electronic,['Electronic']
Bruce Lenkei,October,Electronic,['Electronic']
Bruce Lenkei,Through the Swamp,Electronic,['Electronic']
Bruce Lenkei,Pour The Evening,Electronic,['Electronic']
Bruce Lenkei,Lava Lite,Electronic,['Electronic']
Bruce Lenkei,Eighty Waves,Electronic,['Electronic']
Bruce Lenkei,Three O'clock Mother,Electronic,['Electronic']
Bruce Lenkei,Something Good,Electronic,['Electronic']
Bruce Lenkei,Timeline,Electronic,['Electronic']
Bruce Lenkei,Happy Sunday,Electronic,['Electronic']
Flaming Fire,Fire of Love,Rock,"['Psych-Rock', 'Rock']"
Flaming Fire,Kill The Right People,Rock,"['Psych-Rock', 'Rock']"
Flaming Fire,I Love the Way You Kill Me (It's So Hot Hot Hot),Rock,"['Psych-Rock', 'Rock']"
Flaming Fire,High Bell,Rock,"['Psych-Rock', 'Rock']"
Flaming Fire,Water Privitization Man,Rock,"['Psych-Rock', 'Rock']"
Tombs,Interview,Rock,"['Rock', 'Loud-Rock', 'Noise-Rock', 'Sludge', 'Metal']"
Tombs,To Cross the Land,Rock,"['Rock', 'Loud-Rock', 'Noise-Rock', 'Sludge', 'Metal']"
Tombs,Golden Eyes,Rock,"['Rock', 'Loud-Rock', 'Noise-Rock', 'Sludge', 'Metal']"
Tombs,Monuments,Rock,"['Rock', 'Loud-Rock', 'Noise-Rock', 'Sludge', 'Metal']"
Tombs,Filled with Secrets,Rock,"['Rock', 'Loud-Rock', 'Noise-Rock', 'Sludge', 'Metal']"
Tombs,The Great Silence,Rock,"['Rock', 'Loud-Rock', 'Noise-Rock', 'Sludge', 'Metal']"
Tombs,Seven Stars the Angel of Death,Rock,"['Rock', 'Loud-Rock', 'Noise-Rock', 'Sludge', 'Metal']"
James Amoeba,high tech insects hate your Western civilization,Electronic,['Electronic']
James Amoeba,tube dwellers unlubricated,Electronic,['Electronic']
James Amoeba,pocket Hospitilla,Electronic,['Electronic']
James Amoeba,kay,Electronic,['Electronic']
James Amoeba,afterdinner - X bag 360,Electronic,['Electronic']
James Amoeba,put it into you brain,Electronic,['Electronic']
James Amoeba,plywood birthday balloon zone,Electronic,['Electronic']
James Amoeba,kitty Meditation X,Electronic,['Electronic']
James Amoeba,I made you I can destroy you,Electronic,['Electronic']
James Amoeba,spray on dreams,Electronic,['Electronic']
Matt Bauer,Western States,Folk,['Folk']
Dave Public,killa,Electronic,['Electronic']
Dave Public,blastbreaks1,Electronic,['Electronic']
Dave Public,tropical breaks,Electronic,['Electronic']
Dave Public,Untitles,Electronic,['Electronic']
Dave Public,fuckof wemurder dub,Electronic,['Electronic']
Dave Public,pss570 #4,Electronic,['Electronic']
Dave Public,sk1derland,Electronic,['Electronic']
Dave Public,IMAGINE,Electronic,['Electronic']
Dave Public,improedit,Electronic,['Electronic']
Dave Public,bagpiper,Electronic,['Electronic']
Dave Public,yomitparty,Electronic,['Electronic']
Dave Public,piano ripoff,Electronic,['Electronic']
Dave Public,Karaoke,Electronic,['Electronic']
Cath and Phil Tyler,Castle By the Sea,Folk,['Folk']
Cath and Phil Tyler,The Golden Ale/Courting,Folk,['Folk']
Cath and Phil Tyler,Little Margaret,Folk,['Folk']
Cath and Phil Tyler,Sunshine,Folk,['Folk']
Cath and Phil Tyler,Fisherman's Girl,Folk,['Folk']
Cath and Phil Tyler,False True Love/Last Chance,Folk,['Folk']
Cath and Phil Tyler,My Sweet Soldier Boy,Folk,['Folk']
Cath and Phil Tyler,Abbeville,Folk,['Folk']
Cath and Phil Tyler,Yew Pine Mountain,Folk,['Folk']
Peelander-Z,Tokugiri Star,Rock,['Rock']
Bleep,You Do It,Electronic,['Electronic']
Bleep,Coils,Electronic,['Electronic']
Bleep,Dipping Toes,Electronic,['Electronic']
Bleep,S.I.F.,Electronic,['Electronic']
Bleep,Anenome,Electronic,['Electronic']
Watcha Clan,Spanish Civil War Tribute,International,['International']
Watcha Clan,Balkan Qoulou,International,['International']
Hat City Intuitive,Inside a grain of sand,Jazz,['Jazz']
Hat City Intuitive,Daily amra sedimentation,Jazz,['Jazz']
Hat City Intuitive,"With starlet from diskette, living with tornado",Jazz,['Jazz']
Hat City Intuitive,Stork Introduces the Hat City Intuitive,Jazz,['Jazz']
Hat City Intuitive,Passionate conjugate chemistry,Jazz,['Jazz']
Hat City Intuitive,Bullfrog inside wheelbarrow laughs,Jazz,['Jazz']
junior85,in sleepy electricity,Electronic,['Electronic']
junior85,"for reason, forgotten",Electronic,['Electronic']
junior85,in your sleep,Electronic,['Electronic']
junior85,eeeoooww,Electronic,['Electronic']
junior85,in your sleepy electricity,Electronic,['Electronic']
junior85,empeetree,Electronic,['Electronic']
junior85,with my little eye,Electronic,['Electronic']
junior85,50 radio jan,Electronic,['Electronic']
junior85,the ostrich in my garden,Electronic,['Electronic']
junior85,drummy,Electronic,['Electronic']
P.G. Six,Fallen Leaves that Jewel the Ground,Folk,['Folk']
P.G. Six,Cover Art/Curragh of Kildare,Folk,['Folk']
P.G. Six,Letter to Lilli St Cyr/Old Man on the Mountain,Folk,['Folk']
P.G. Six,Divine Invasion/When I Was a Young Man/Shepherd/9 Billion Names of God (instr),Folk,['Folk']
Nick Hennies,Fresh Born (Deerhoof cover),Rock,"['Indie-Rock', 'Rock']"
50FOOTWAVE,Power+Light,Rock,['Rock']
Monotonix,Set Me Free,Rock,['Rock']
Monotonix,Black Knife/Body Language,Rock,['Rock']
Monotonix,drum solo,Rock,['Rock']
Monotonix,Ride,Rock,['Rock']
Monotonix,No Metal,Rock,['Rock']
Brian Jonestown Massacre,Intro Drone,Rock,['Rock']
Brian Jonestown Massacre,Whoever You Are,Rock,['Rock']
Brian Jonestown Massacre,Nailing Honey To The Bee,Rock,['Rock']
Brian Jonestown Massacre,Here It Comes,Rock,['Rock']
Brian Jonestown Massacre,Yeah Yeah,Rock,['Rock']
Brian Jonestown Massacre,Banter,Rock,['Rock']
Brian Jonestown Massacre,Vacuum Boots,Rock,['Rock']
Brian Jonestown Massacre,Who,Rock,['Rock']
Brian Jonestown Massacre,Hide and Seek,Rock,['Rock']
Brian Jonestown Massacre,Banter,Rock,['Rock']
Brian Jonestown Massacre,Nevertheless,Rock,['Rock']
Brian Jonestown Massacre,When Jokers Attack,Rock,['Rock']
Brian Jonestown Massacre,Swallowtail,Rock,['Rock']
Mors Ontologica,Intro,Rock,"['Indie-Rock', 'Rock']"
Mors Ontologica,Bombshell,Rock,"['Indie-Rock', 'Rock']"
Mors Ontologica,Ghost and Shadows,Rock,"['Indie-Rock', 'Rock']"
Mors Ontologica,Could Be Worse,Rock,"['Indie-Rock', 'Rock']"
Mors Ontologica,Gettin Up,Rock,"['Indie-Rock', 'Rock']"
Mors Ontologica,Comin Down,Rock,"['Indie-Rock', 'Rock']"
Mors Ontologica,Interview,Rock,"['Indie-Rock', 'Rock']"
BrokeMC,Seeing You Out,Hip-Hop,['Hip-Hop']
BrokeMC,Seeing Things Intro,Hip-Hop,['Hip-Hop']
BrokeMC,Dust In my Attic,Hip-Hop,['Hip-Hop']
BrokeMC,The Robot's Heel,Hip-Hop,['Hip-Hop']
BrokeMC,The Discovery,Hip-Hop,['Hip-Hop']
BrokeMC,In the Dark,Hip-Hop,['Hip-Hop']
Homosexuals,(full set),Rock,"['Post-Punk', 'Rock', 'Punk']"
Homosexuals,Hearts in Exile,Rock,"['Post-Punk', 'Rock', 'Punk']"
Homosexuals,Soft South Africans,Rock,"['Post-Punk', 'Rock', 'Punk']"
Homosexuals,Walk Before Imitate,Rock,"['Post-Punk', 'Rock', 'Punk']"
Homosexuals,Neutron Lover,Rock,"['Post-Punk', 'Rock', 'Punk']"
Homosexuals,Flying,Rock,"['Post-Punk', 'Rock', 'Punk']"
Homosexuals,Falst Sentiments,Rock,"['Post-Punk', 'Rock', 'Punk']"
Homosexuals,Vociferous Slam,Rock,"['Post-Punk', 'Rock', 'Punk']"
Homosexuals,Technique Street,Rock,"['Post-Punk', 'Rock', 'Punk']"
Homosexuals,Astral Glamour,Rock,"['Post-Punk', 'Rock', 'Punk']"
Homosexuals,You're Not Moving Like You're Supposed To,Rock,"['Post-Punk', 'Rock', 'Punk']"
Monk Turner,Easy on the Eyes,Pop,['Pop']
Monk Turner,With You,Pop,['Pop']
Monk Turner,Game,Pop,['Pop']
Monk Turner,Seeking,Pop,['Pop']
Antiguo Automata Mexicano,Co-Opt,Electronic,['Electronic']
Antiguo Automata Mexicano,Kraut Slut aka Motorik Bitch aka DJ with Kids,Electronic,['Electronic']
Antiguo Automata Mexicano,Chez Nobody,Electronic,['Electronic']
Antiguo Automata Mexicano,Endtroduction and Interview,Electronic,['Electronic']
junior85,01 raymondscott.mp3,Electronic,['Electronic']
junior85,02 opendoor.mp3,Electronic,['Electronic']
junior85,03 (hometown).mp3,Electronic,['Electronic']
junior85,05 unused doors - go!.mp3,Electronic,['Electronic']
junior85,06 unanswered.mp3,Electronic,['Electronic']
junior85,04 thrumdrummy.mp3,Electronic,['Electronic']
Bonedust,Cut Off Your Hand,Rock,"['Rock', 'Loud-Rock', 'Noise-Rock', 'Sludge', 'Metal']"
Bonedust,Dust,Rock,"['Rock', 'Loud-Rock', 'Noise-Rock', 'Sludge', 'Metal']"
Bonedust,When You Are Dead,Rock,"['Rock', 'Loud-Rock', 'Noise-Rock', 'Sludge', 'Metal']"
Bonedust,Ungodly Human Heart,Rock,"['Rock', 'Loud-Rock', 'Noise-Rock', 'Sludge', 'Metal']"
Bonedust,Lest I Be,Rock,"['Rock', 'Loud-Rock', 'Noise-Rock', 'Sludge', 'Metal']"
P.E.D.,Xerox for Yugolavia (Side 1),Rock,"['Punk', 'Rock']"
P.E.D.,Xerox For Yugoslavia (Side 2),Rock,"['Punk', 'Rock']"
P.E.D.,The Bulgarian Secret Police M&M Torture Trick.  Side 1,Rock,"['Punk', 'Rock']"
P.E.D.,The Bulgarian Secret Police M&M Torture Trick Side 2,Rock,"['Punk', 'Rock']"
The Boardlords,100 MPH,Rock,"['Punk', 'Rock']"
The Boardlords,Wax Museum,Rock,"['Punk', 'Rock']"
The Boardlords,2 month rehab,Rock,"['Punk', 'Rock']"
The Boardlords,I Told,Rock,"['Punk', 'Rock']"
The Boardlords,Boardlords,Rock,"['Punk', 'Rock']"
The Boardlords,Vegetable,Rock,"['Punk', 'Rock']"
The Boardlords,Cant Skate Here,Rock,"['Punk', 'Rock']"
The Boardlords,Sore Eyes,Rock,"['Punk', 'Rock']"
The Boardlords,20 year Hangover,Rock,"['Punk', 'Rock']"
The Boardlords,fountain of Despair,Rock,"['Punk', 'Rock']"
The Boardlords,Never too late,Rock,"['Punk', 'Rock']"
The Boardlords,DemoLition Heads,Rock,"['Punk', 'Rock']"
The Boardlords,PATHetic Garbage Loser,Rock,"['Punk', 'Rock']"
The Boardlords,Ride Again,Rock,"['Punk', 'Rock']"
The Boardlords,Nowhere fast,Rock,"['Punk', 'Rock']"
The Boardlords,Busted by the ex,Rock,"['Punk', 'Rock']"
The Boardlords,Rodeo,Rock,"['Punk', 'Rock']"
Boss Hog,Fix Me > Ski Bunny,Rock,"['Punk', 'Rock']"
Boss Hog,Trouble,Rock,"['Punk', 'Rock']"
Boss Hog,Dedicated,Rock,"['Punk', 'Rock']"
Boss Hog,Strawberry > I Dig You,Rock,"['Punk', 'Rock']"
Boss Hog,Drive Me Crazy,Rock,"['Punk', 'Rock']"
Boss Hog,Chocolate,Rock,"['Punk', 'Rock']"
Boss Hog,Count Me Out,Rock,"['Punk', 'Rock']"
Boss Hog,Sick,Rock,"['Punk', 'Rock']"
Boss Hog,Saved,Rock,"['Punk', 'Rock']"
Boss Hog,Sugar Bunny > Winn Coma,Rock,"['Punk', 'Rock']"
Boss Hog,Hustler,Rock,"['Punk', 'Rock']"
Boss Hog,Gerard,Rock,"['Punk', 'Rock']"
Boss Hog,Black Betty,Rock,"['Punk', 'Rock']"
Box Elders,One Foot In Front of the Other,Rock,"['Punk', 'Rock']"
Box Elders,Stay,Rock,"['Punk', 'Rock']"
Box Elders,Jackie Wood,Rock,"['Punk', 'Rock']"
Box Elders,Talk,Rock,"['Punk', 'Rock']"
Box Elders,Necrophilia,Rock,"['Punk', 'Rock']"
Box Elders,Atlantis,Rock,"['Punk', 'Rock']"
Box Elders,Ronny Dean,Rock,"['Punk', 'Rock']"
Box Elders,Cougars,Rock,"['Punk', 'Rock']"
Box Elders,Dave,Rock,"['Punk', 'Rock']"
Box Elders,Anything,Rock,"['Punk', 'Rock']"
Box Elders,Hole,Rock,"['Punk', 'Rock']"
Box Elders,2012,Rock,"['Punk', 'Rock']"
Messer Chups,Intro Monstro Crescendo,Electronic,['Electronic']
Principle Fetterman,Motomotion,Electronic,['Electronic']
Math and Physics Club,Graduation Day,Electronic,['Electronic']
Lee Rosevere,Lavender Hip Mob,Electronic,['Electronic']
Messer Chups,Orgia of Dead 2,Electronic,['Electronic']
The Old Codger (with R. Stevie Moore),Hotcakes and Sausage,Electronic,['Electronic']
The Fairsley Difference,Duchamp's Dictionary,Electronic,['Electronic']
Kim & Buran,New Years Party by Toptygin (live),Electronic,['Electronic']
Very Proper Dragonflies,Sprung,Electronic,['Electronic']
The Apartment,Lost at Sea (a Brilana remix),Electronic,['Electronic']
Messer Chups,Devil Exit From Fashion,Electronic,['Electronic']
Principle Fetterman,Motomotion (Montana Mix),Electronic,['Electronic']
Math and Physics Club,Everybody Lies,Electronic,['Electronic']
Lee Rosevere,Tegwar,Electronic,['Electronic']
Messer Chups,Polivox Box + Garage,Electronic,['Electronic']
The Fairsley Difference,Cracker Noise,Electronic,['Electronic']
Very Proper Dragonflies,Just Believe (We'll Get There),Electronic,['Electronic']
The Apartment,Like A Virgin,Electronic,['Electronic']
Dinowalrus,Nuke Duke Em,Rock,['Rock']
Dinowalrus,Cage Those Pythons,Rock,['Rock']
Dinowalrus,Haze on the Mobius Strip,Rock,['Rock']
Dinowalrus,Bead,Rock,['Rock']
Mondo Topless,I Want To,Rock,"['Punk', 'Rock']"
Mondo Topless,Get Ready For Action,Rock,"['Punk', 'Rock']"
Mondo Topless,Powerglide,Rock,"['Punk', 'Rock']"
Mondo Topless,Ain't Gettin' Any,Rock,"['Punk', 'Rock']"
Mondo Topless,Useless,Rock,"['Punk', 'Rock']"
Mondo Topless,In the End,Rock,"['Punk', 'Rock']"
Mondo Topless,Real Gone Girl,Rock,"['Punk', 'Rock']"
Mondo Topless,Break the Ice,Rock,"['Punk', 'Rock']"
Mondo Topless,Panty Sniffer,Rock,"['Punk', 'Rock']"
junior85,patchcord music,Electronic,['Electronic']
P.E.D.,aye aye aye,Rock,"['Punk', 'Rock']"
P.E.D.,bulgaria,Rock,"['Punk', 'Rock']"
P.E.D.,bulgaria with marvin,Rock,"['Punk', 'Rock']"
P.E.D.,clown on the town,Rock,"['Punk', 'Rock']"
P.E.D.,don johnson,Rock,"['Punk', 'Rock']"
P.E.D.,don johnson part2,Rock,"['Punk', 'Rock']"
P.E.D.,frog song,Rock,"['Punk', 'Rock']"
P.E.D.,hotentots,Rock,"['Punk', 'Rock']"
P.E.D.,hurt me so much,Rock,"['Punk', 'Rock']"
P.E.D.,killing an arab,Rock,"['Punk', 'Rock']"
P.E.D.,let's fuck,Rock,"['Punk', 'Rock']"
P.E.D.,manville man,Rock,"['Punk', 'Rock']"
P.E.D.,marvin,Rock,"['Punk', 'Rock']"
P.E.D.,masterbation,Rock,"['Punk', 'Rock']"
P.E.D.,nancy reagan,Rock,"['Punk', 'Rock']"
P.E.D.,nco2 death,Rock,"['Punk', 'Rock']"
P.E.D.,noise,Rock,"['Punk', 'Rock']"
P.E.D.,I am the sam,Rock,"['Punk', 'Rock']"
P.E.D.,quarter pounder,Rock,"['Punk', 'Rock']"
P.E.D.,strength in numbers,Rock,"['Punk', 'Rock']"
P.E.D.,top of the world,Rock,"['Punk', 'Rock']"
P.E.D.,we don't mind,Rock,"['Punk', 'Rock']"
Alan Vega & Oneida,Rocket USA,Rock,['Rock']
Curtis Eller,Sugar In My Coffin,Folk,['Folk']
Curtis Eller,Daisy Josephine,Folk,['Folk']
Curtis Eller,After the Soil Falls,Folk,['Folk']
Curtis Eller,Always Sugar for the Horses,Folk,['Folk']
Curtis Eller,Black Diamond,Folk,['Folk']
Hayvanlar Alemi,Hayalgücü Spor Kulübü,Rock,"['Psych-Rock', 'Rock']"
Hayvanlar Alemi,Akışkan Misafirler İki,Rock,"['Psych-Rock', 'Rock']"
Screaming Females,Bell,Rock,['Rock']
Screaming Females,Skull,Rock,['Rock']
Screaming Females,Buried In the Nude,Rock,['Rock']
Screaming Females,Adult Army,Rock,['Rock']
Screaming Females,Fun,Rock,['Rock']
Screaming Females,Lights Out,Rock,['Rock']
Paybacks,When I'm Gone,Rock,"['Indie-Rock', 'Rock']"
Paybacks,Blackout,Rock,"['Indie-Rock', 'Rock']"
Paybacks,Black Girl,Rock,"['Indie-Rock', 'Rock']"
Paybacks,If I Fell,Rock,"['Indie-Rock', 'Rock']"
Paybacks,Thin Air,Rock,"['Indie-Rock', 'Rock']"
Paybacks,Bright Side,Rock,"['Indie-Rock', 'Rock']"
Paybacks,Can You Drive?,Rock,"['Indie-Rock', 'Rock']"
Paybacks,Just You Wait,Rock,"['Indie-Rock', 'Rock']"
Paybacks,Hollywood,Rock,"['Indie-Rock', 'Rock']"
Paybacks,Tie Me In a Knot,Rock,"['Indie-Rock', 'Rock']"
Triclops!,Freedom Tickler,Rock,['Rock']
Triclops!,March Of The HalfBabies,Rock,['Rock']
Triclops!,Brown Summer,Rock,['Rock']
Triclops!,Send Conan Home,Rock,['Rock']
Triclops!,Lovesong for the Botfly,Rock,['Rock']
Hayvanlar Alemi,Kaptan Hayvanlar Alemi,Rock,"['Psych-Rock', 'Rock']"
Steve Wynn,Punching Holes In the Sky,Rock,['Rock']
Steve Wynn,Harvey Haddix (with intro),Rock,['Rock']
Steve Wynn,The Days of Wine & Roses,Rock,['Rock']
Steve Wynn,Love Me Anyway,Rock,['Rock']
Taylor Ho Bynum/Tomas Fujiwara Duo,Ikuru,Jazz,['Jazz']
Taylor Ho Bynum/Tomas Fujiwara Duo,Basie/Wisdom,Jazz,['Jazz']
Taylor Ho Bynum/Tomas Fujiwara Duo,"Keys, No Address",Jazz,['Jazz']
Taylor Ho Bynum/Tomas Fujiwara Duo,Leaning Reflection,Jazz,['Jazz']
OCS,If I Had A Reason,Rock,['Rock']
Coachwhips,"Oops, Uh, Uh.",Rock,['Rock']
Coachwhips,Ya No Ya Wanna,Rock,['Rock']
Yellow Swans,untitled,Rock,['Rock']
Thee Oh Sees,Get Thy Bearings,Rock,['Rock']
Major Stars,(title unknown),Rock,"['Psych-Rock', 'Rock']"
Major Stars,(title unknown),Rock,"['Psych-Rock', 'Rock']"
Major Stars,(title unknown),Rock,"['Psych-Rock', 'Rock']"
Major Stars,(title unknown),Rock,"['Psych-Rock', 'Rock']"
Major Stars,(title unknown),Rock,"['Psych-Rock', 'Rock']"
Major Stars,(title unknown),Rock,"['Psych-Rock', 'Rock']"
Major Stars,(title unknown),Rock,"['Psych-Rock', 'Rock']"
High Places,"live dublab ""sprout session"" (08.02.07)",Electronic,['Electronic']
Gunslingers,(title unknown),Rock,"['Psych-Rock', 'Rock']"
Gunslingers,The Minister's Black Veil,Rock,"['Psych-Rock', 'Rock']"
Gunslingers,Black Wolf Man,Rock,"['Psych-Rock', 'Rock']"
Gunslingers,(title unknown),Rock,"['Psych-Rock', 'Rock']"
Gunslingers,(title unknown),Rock,"['Psych-Rock', 'Rock']"
Gunslingers,(title unknown),Rock,"['Psych-Rock', 'Rock']"
Count Bass D,"live dublab ""sprout session"" (12.08.08)",Hip-Hop,['Hip-Hop']
XYX,Pan de muerto,Rock,"['Punk', 'Rock']"
XYX,part277 dias,Rock,"['Punk', 'Rock']"
XYX,"Nunca, Nunca",Rock,"['Punk', 'Rock']"
XYX,Anel and her problem,Rock,"['Punk', 'Rock']"
XYX,Tal,Rock,"['Punk', 'Rock']"
XYX,"Circo, TX",Rock,"['Punk', 'Rock']"
XYX,Microvibraciones,Rock,"['Punk', 'Rock']"
Growing,(full set),Electronic,['Electronic']
Weave,"live dublab ""sprout session"" (06.29.08)",Rock,"['Post-Punk', 'Rock', 'Punk']"
Future Islands,"live dublab ""sprout session"" (09.08.08)",Electronic,['Electronic']
Atlas Sound,"live dublab ""sprout session"" (12.15.06)",Electronic,['Electronic']
Erlend Oye,dublab VisionVersion sounds,Folk,['Folk']
Getatchew Mekuria &amp; The Ex &amp; Guests,Eywat Setenafegagn,International,['International']
Kristin Hersh,Morning Birds,Rock,['Rock']
Xiu Xiu w/ Kristin Hersh,Angel of the Battlefield,Rock,"['Indie-Rock', 'Rock']"
Keith Kawaii,Fresh Born (Deerhoof Cover),Rock,['Rock']
Dr. David Suendermann,Fresh Born (Deerhoof Cover),Rock,['Rock']
Learning Music,My Original Dictionary (feat. Readers),Rock,"['Indie-Rock', 'Rock']"
Learning Music,September Still,Rock,"['Indie-Rock', 'Rock']"
Learning Music,Contagious,Rock,"['Indie-Rock', 'Rock']"
Learning Music,CGGF,Rock,"['Indie-Rock', 'Rock']"
Sunbyrn,Broken English,Hip-Hop,['Hip-Hop']
Sunbyrn,Life of Luxury(Backroom Mix),Hip-Hop,['Hip-Hop']
Sunbyrn,Scandinavian Sky,Electronic,['Electronic']
8 Bit Weapon,One Last Mission,Electronic,"['Chip Music', 'Electronic']"
Sunbyrn,Slither Away,Electronic,['Electronic']
Love Craft,Voluptous,Rock,"['Indie-Rock', 'Rock']"
Dälek,Subversive Script,Hip-Hop,['Hip-Hop']
Dälek,Title Unknown,Hip-Hop,['Hip-Hop']
Dälek,Isolated Stare,Hip-Hop,['Hip-Hop']
Dälek,Title Unknown,Hip-Hop,['Hip-Hop']
